,FEN_BEFORE_MOVE,MOVE_MADE,TURN,WHITE_ELO,BLACK_ELO,WINNER
13007,r2qk2r/1b1n1p2/8/2P3pp/1p2P3/pN4PN/PP1R1PBP/4K1R1 b kq - 0 29,g5g4,BLACK,698,2482,1
13008,5r2/1p6/1n2k3/pP1p4/P1pPb3/2P1R1p1/R5P1/6K1 w - - 0 50,e3g3,WHITE,1562,642,-1
13009,r1nq3r/1b2kpn1/pp2pN1p/2pPp1p1/2P3Pb/P3BQ2/1P3PBN/R3K2R w KQ - 0 20,e3d2,WHITE,608,1641,1
13010,r3rnk1/1p4p1/2p1ppb1/p2p1qnp/3P1P2/P3N2P/1PP1PRBK/3Q1R2 b - - 7 30,g5f3,BLACK,1812,2165,1
13011,7r/1k6/P2p1p2/7p/3P4/2N1q1Nb/1PPn1R2/R5QK b - - 0 30,b7a8,BLACK,1722,2249,1
13012,4kr1b/3qp2p/7P/1p2Pp2/4n3/1Qp1BN1R/4PPB1/6K1 b - - 2 37,e4f2,BLACK,784,1183,1
13013,4q2k/6r1/2p1p1p1/1pPpP1N1/p2P1NQP/P6K/2r5/6R1 w - - 2 51,g1g3,WHITE,439,1620,1
13014,r3rnk1/2q1b1p1/5p1p/1pP1N3/p2PpPPP/P1B1P3/8/3KQ2R b - - 0 29,e8d8,BLACK,2177,1348,-1
13015,2r2rk1/pp1qbpp1/3p1nbp/8/1nP1NpPP/R7/1B1N2B1/3QR1K1 w - - 1 26,h4h5,WHITE,2129,789,-1
13016,8/5k2/R6R/b3p3/6P1/8/1p2nPK1/rN6 w - - 1 66,h6f6,WHITE,1356,1646,1
13017,r7/pp4p1/2b3kp/Pn1pP3/8/1N1R2K1/8/8 b - - 5 42,g6f7,BLACK,1935,1808,-1
13018,2rr2k1/pb2bpp1/1pq1p2p/n7/3P1B1P/P1PBRN2/2Q2PP1/R5K1 w - - 4 19,a1e1,WHITE,1208,1586,1
13019,r1b2rk1/1pp2q2/3p2nB/4pp1p/2BP2p1/pPP5/P2Q1PPP/R3R1NK b - - 5 26,c8e6,BLACK,656,1679,1
13020,r3kbr1/1q1n1p2/3p1n1p/1bPPp3/1P2P2P/4QPp1/NP1N2P1/R1B3K1 b q - 3 28,b7a7,BLACK,202,1554,1
13021,r4r2/3P1k2/p5p1/1p3pbp/1P2p3/P5P1/5K1P/4R3 b - - 1 36,a6a5,BLACK,1249,598,-1
13022,r2qb1k1/5rbp/6p1/1PQ1p3/pBPp1p2/3P4/P3NPPP/3RR1K1 w - - 0 26,f2f3,WHITE,1794,922,-1
13023,8/5p1k/4p1p1/5q2/5Q1p/2p1PP1P/6PK/8 w - - 4 47,f4c7,WHITE,1420,490,-1
13024,6k1/rbq1b1pp/p3pp2/1p6/2r5/3R1Q2/PP1N1PPP/n2B2K1 w - - 2 24,f3e3,WHITE,1700,1147,-1
13025,3r2k1/5pp1/5q2/5Pbp/2R1B3/1Q1P3P/r4P2/3R1K2 b - - 3 35,a2b2,BLACK,1033,672,-1
13026,r2q1r1k/1p4bp/2p1Pp1n/p1np1N1P/3N1P1R/1PP5/1P4P1/R1B2K2 w - - 4 28,f5h6,WHITE,2136,1609,-1
13027,r6k/1b3rpp/4p3/pQ6/1b1pq2P/5P2/1PP3P1/R1B2RK1 b - - 0 27,e4d5,BLACK,887,623,-1
13028,r3bqk1/2p2pp1/P1pb4/3p4/3P3p/P1Q2P1P/2PB1RP1/5BK1 b - - 0 24,e8d7,BLACK,1710,1323,-1
13029,1k1r2r1/1pq1bp1R/p3p1p1/3pn1p1/1P4P1/P3PP2/1BP1Q3/1K1R1B2 b - - 6 31,e7f6,BLACK,1785,1933,1
13030,1r1q1r1k/pb3pb1/1pnpp2p/2p4N/2P1P1p1/PP3NP1/3B1PBP/2RQR1K1 w - - 0 24,f3h4,WHITE,873,2136,1
13031,r1b4k/p2n2pp/1Pp2r2/P2p2q1/R2P2P1/BPQ1Pp1P/5P1N/5RK1 w - - 1 23,a3e7,WHITE,1928,1572,-1
13032,r1b2rk1/q2n4/p2p4/1p1pp1N1/3P3p/PPPN2pP/4B3/3R2K1 b - - 0 28,f8f6,BLACK,839,796,-1
13033,rnbq1rk1/p2nbp2/1pp1p2p/2Pp3p/1P1P4/4P3/P1BN1PPP/1RBQR1K1 w - - 0 16,d1h5,WHITE,1386,1936,1
13034,b1rr2k1/4qpbp/P1p3p1/3p4/BN6/P1n1PN1P/2Q2PP1/2RR2K1 w - - 3 28,f3d4,WHITE,571,420,-1
13035,1r6/2P2pk1/p3p3/P4bn1/3Pp3/4P3/4B2R/2R1K3 b - - 0 36,b8c8,BLACK,376,582,1
13036,1r2rb2/pb3k2/5p1p/1P6/5B1P/1R4P1/5PB1/6K1 b - - 2 32,f7g6,BLACK,527,218,-1
13037,8/p2r1k2/6p1/1P1p4/1P1P1P1p/2N1K1P1/5P2/7R b - - 1 36,h4g3,BLACK,1207,2493,1
13038,rn6/p2k3q/1pp1p3/1P2P3/2QP1Prb/P2R2p1/3B2R1/4KB2 w - - 1 35,e1d1,WHITE,1199,2469,1
13039,3r1rk1/1pp1qppp/p5n1/2n1p3/2Bbb1P1/5NB1/2R2P1P/1Q1R3K b - - 1 33,e4f3,BLACK,2220,1765,-1
13040,r1bkr3/1ppp2p1/2nn2Qp/8/p1Pb4/N5PP/PP5K/R1B2B2 b - - 5 21,c6e5,BLACK,1826,1997,1
13041,r6r/2k1q2p/1p1bpnp1/1Q1p3b/3PnP1N/pPpNB1P1/P1P3BP/R3R1K1 b - - 3 30,a8a5,BLACK,2490,2138,-1
13042,rr1b2k1/5pp1/p1npb2p/2p1p3/q1P1P3/P1NP2PP/1R1B1PBK/Q4R2 b - - 26 32,b8b2,BLACK,1393,2163,1
13043,r1b4r/p1pkn3/1p2p1Bb/3pP1p1/3N1p1p/P4P1N/1qP2KPP/R2QB2R w - - 1 20,g6h5,WHITE,622,2064,1
13044,1Br2bk1/P3q2p/5pp1/Q7/1rbP2P1/4P2P/1pp2P2/R3R1KB b - - 1 43,b2a1r,BLACK,2060,1698,-1
13045,7r/6p1/2R5/3P1nkp/8/qP5P/5PP1/2N3K1 b - - 1 37,h5h4,BLACK,1646,280,-1
13046,1r3rk1/ppn1ppbp/2p3p1/2N1Pb2/P4B1P/6P1/1P1R1PB1/4R1K1 w - - 7 24,g1h2,WHITE,693,727,1
13047,r1bqkb1r/pp3p2/2n5/2Ppp1p1/1P2P3/2PBP1p1/P5PP/RN1QK1NR w KQkq - 0 11,h2h3,WHITE,1328,592,-1
13048,3k4/6pp/1p4p1/1n2n2P/r2p4/8/2N2P2/3R1K2 w - - 2 36,h5g6,WHITE,1162,744,-1
13049,r3kb1r/pp1n1pp1/2b5/q3p3/1R1P1p1P/P6R/2P1NP2/2Q1K3 b kq - 1 22,e5d4,BLACK,277,219,-1
13050,rn1qk2r/ppn1p1bp/2p1b1p1/2P1P3/3p3P/2N1B3/PP1N1PP1/R2QKB1R w KQkq - 0 12,e3d4,WHITE,203,2263,1
13051,rr3bk1/5p1p/3qb1p1/ppp1p1P1/2Pn4/NP1P1P2/PB2B1QP/1K1R2NR w - - 1 27,b2d4,WHITE,1812,897,-1
13052,r2q2k1/4rpb1/1p4p1/1B1pp3/1P4p1/P1p3P1/2P2P1P/R3R1K1 w - - 2 26,g1g2,WHITE,1248,861,-1
13053,r2k1b1r/pp3N2/3pPqb1/2pn3p/P4pP1/2Pp3P/1P1Q1P2/R1BN1RK1 b - - 1 24,d8c7,BLACK,347,652,1
13054,5rk1/3qbppp/1p2p3/3pP2P/b2P1P2/1p2RN2/1QrBB1P1/2R3K1 w - - 2 27,c1c2,WHITE,697,1423,1
13055,1N5k/6pp/p2pp3/2p4P/q1P2Pp1/3P2B1/1K6/8 b - - 0 48,a4b4,BLACK,2100,1728,-1
13056,2r2bk1/ppn1rn1p/1q2bpp1/PP1p4/3P1B2/3B1N1P/N2Q1PP1/1RR3K1 b - - 0 31,b6d6,BLACK,2295,2467,1
13057,r1bqkb1r/1pp2pp1/7p/p1Ppp3/1n1Pn3/1Q2P1P1/PP3PBP/RNB1K1NR w KQkq - 0 10,a2a3,WHITE,1957,2444,1
13058,5b2/p7/P1k1p3/4P1P1/2p2BKp/8/2r5/8 b - - 1 39,c2a2,BLACK,1881,206,-1
13059,rn5r/3qbk2/p3pp2/5p2/p1PP1Pb1/3QR3/RP3B2/6K1 w - - 5 25,b2b3,WHITE,1361,403,-1
13060,3q1r1k/6r1/3p4/3Np1b1/P3P1B1/5PBp/4KP1P/1R6 w - - 4 53,g4h3,WHITE,1284,971,-1
13061,2b2r2/1p4Rp/1N2p2P/PB2k3/1b6/2R1pp2/1P6/4K3 b - - 4 43,b4a5,BLACK,1212,1937,1
13062,r6k/P5p1/1B5p/2P1pq1P/3pN3/1PbP2P1/R3PP1K/2R1n3 w - - 7 40,c5c6,WHITE,506,2244,1
13063,8/r5k1/2R2p2/p4qp1/P3n2p/5N1P/6K1/5B2 b - - 1 55,a7f7,BLACK,2036,972,-1
13064,2kr4/1ppbbp2/p1n1p2Q/P1q1Pr2/3pB2p/5NPP/2PBN1P1/3R1RK1 w - - 5 25,g3g4,WHITE,2499,2042,-1
13065,r2q1r2/5p1k/p2p1npp/PppPp3/4P3/4B2P/2PNBQ2/RR1N2K1 b - - 2 39,b5b4,BLACK,256,1497,1
13066,N2q4/1pp2kr1/p2p1n1p/4p3/1P1nP3/P1PPRp1b/5P2/R1BQK3 b - - 1 18,d8a8,BLACK,305,252,-1
13067,r2q1rk1/3n1ppp/p3p3/Pbb1P3/1ppN4/4QN2/1PPP1PPP/R1B2RK1 w - - 4 18,e3e4,WHITE,1323,2144,1
13068,4r1k1/1q3pp1/3p1b1p/nB2p3/P1b1P3/2P2P1P/4Q1PK/1rB2R2 w - - 0 31,e2d2,WHITE,1458,1592,1
13069,r1b1k2r/pppq1p2/6n1/3p1Np1/3P2n1/2PBPN2/PPQ5/2KR3R w kq - 0 18,c2g2,WHITE,573,1053,1
13070,B4k2/8/8/1K4p1/1PR5/3q4/8/8 b - - 7 72,f8e7,BLACK,311,686,1
13071,r1b1k2r/pp5p/5np1/1P6/3q1P2/bQN1p1P1/2P3BP/4K2R w Kkq - 0 21,b3a3,WHITE,326,712,1
13072,1r4k1/2qp1r2/4p1N1/2p1Qpbp/P4Np1/n3P1P1/3B1PBP/1n1RR1K1 b - - 0 38,c7e5,BLACK,619,1705,1
13073,1rb2rk1/3nbppp/p2p4/q1p1p3/1pP1P3/PP3NPB/1B1Q1P1P/R2R2K1 b - - 3 21,a5c7,BLACK,2362,301,-1
13074,7r/3p1p2/8/1n3k1p/8/P7/3K1B2/8 b - - 2 46,d7d5,BLACK,1617,511,-1
13075,8/8/8/p7/P5k1/1P1K1pb1/4p3/1B6 w - - 4 87,b1a2,WHITE,2301,1176,-1
13076,6k1/pp1R1rpp/8/4qp2/2p5/2P3Pb/1B1QPP1P/4R1K1 b - - 0 28,f7d7,BLACK,1292,2356,1
13077,3r1b2/pk6/2p4p/2p1p1pP/r1B1N3/P4PP1/1B3K2/5R2 w - - 5 35,c4e6,WHITE,716,1466,1
13078,r1bq1rk1/p3bp1p/n1p1p3/1p1nB1p1/2NP4/2N1P1P1/PP1Q1P1P/R3KB1R w KQ - 0 15,c4a3,WHITE,1182,1473,1
13079,r3kb1r/pp1b1p2/2n2n1p/7q/1PPpBP2/3Pp1Pp/P3P2P/R1B1QRK1 w kq - 1 18,e4h1,WHITE,2143,2039,-1
13080,3q1rk1/p1r2p2/2pPp1pp/2b1P3/1pb4P/4RPP1/PP6/2RQ2K1 w - - 0 32,c1c4,WHITE,1214,390,-1
13081,rq3r1k/1p3ppn/4b2B/pB6/P3P1pP/R4n1R/1P6/1N3K2 b - - 1 23,g7h6,BLACK,650,388,-1
13082,5k2/5p1p/2n5/p2b1N2/4n3/5Q1P/P4PP1/R5K1 w - - 1 34,a2a4,WHITE,352,673,1
13083,rnbq1rk1/pp1pppbp/6p1/2p1PP2/3P1B2/2N2N1P/PPPQ1P2/R3KB1R b KQ - 0 10,d7d5,BLACK,1480,1521,1
13084,1r1q2k1/p4p2/2p1n2p/2Pp2p1/3P4/3R3P/P2R1PP1/6K1 b - - 1 30,f7f6,BLACK,782,489,-1
13085,r1b1k2r/1pp1q1p1/p1n1pp2/3pP1Bp/3P1N2/P1N5/1PP1BP2/1KQR3R w kq - 1 18,f4h5,WHITE,1097,1134,1
13086,r3rqk1/Np4p1/2p1pp1p/P1P2n2/5P2/P1Q3P1/6BP/BR2R1K1 w - - 1 36,b1b7,WHITE,560,599,1
13087,4rrk1/q2n1pb1/6p1/1ppPp1Pn/P7/1P1P3Q/1P1BN2P/R3K2R w KQ - 1 22,e1g1,WHITE,369,1103,1
13088,rnkqN2r/5ppp/p2p4/1p1P4/2p2P2/4Qb1P/PPP3P1/2KR1B1R w - - 3 17,d1e1,WHITE,240,666,1
13089,1b3rk1/p1q2p2/Pp2n3/1Pp1r1pp/2Q1B3/6PP/3R2K1/8 b - - 5 38,f7f5,BLACK,1348,962,-1
13090,5k1r/rbq3p1/pp2pp2/2p3n1/P1B3P1/1PPR1R2/4Q2P/6K1 b - - 7 32,b7e4,BLACK,2087,973,-1
13091,r1k1q3/2p5/1p1p2b1/1P4N1/p1PB1R2/Pr5p/Q2PN2P/2RK4 b - - 14 46,a8a7,BLACK,2000,2131,1
13092,2r3rk/1p1b1q2/4p1nb/1P1pPn2/3P3p/1R3NP1/1BB2P1P/3Q1R1K b - - 0 32,c8c7,BLACK,963,1591,1
13093,r1bqk2r/4bn1p/2p1p3/p1pp2p1/4PB2/P1NP1NP1/1PP2P2/R2QK2R w KQkq - 0 14,f4e5,WHITE,949,308,-1
13094,r1b1k1nr/1pqn1pb1/2p3pp/2P1p1P1/N3P2P/P3BN2/1P3P2/R2QKB1R w KQkq - 0 17,f3d2,WHITE,214,1436,1
13095,5rk1/p5p1/1b5p/1PprPpq1/7N/B1Q1P1P1/P6P/RN3RK1 w - - 3 25,h4f3,WHITE,716,2303,1
13096,1krr4/pp3pb1/1qpPb2p/4P3/1P2n1P1/3B1N1P/P1P2P1Q/R2KB2R b - - 5 23,e6d5,BLACK,937,1830,1
13097,8/pr6/kp2p1n1/4PnP1/PPrPN1Rb/4B3/2p1KP1P/2R5 w - - 1 39,d4d5,WHITE,1053,777,-1
13098,1r1q1bk1/1p3P2/3Prn1p/1p2pb2/1Q6/1B1P1N2/2P2P1P/R3K1R1 b Q - 0 20,g8h7,BLACK,697,457,-1
13099,3k4/RP6/3b4/5P1K/8/p4P2/1r6/8 w - - 5 82,f5f6,WHITE,436,1172,1
13100,r1b1kq1r/1p6/p1p2p1n/P3b3/1P2P1pp/4Q1P1/3B1PBP/n2R2K1 w kq - 0 30,e3e1,WHITE,1416,1188,-1
13101,r3k2r/3pbp2/1q2p3/1Bp3pp/2P3P1/P2P1b2/1P1B1P1P/1R3RK1 w kq - 0 21,d2c3,WHITE,1271,1129,-1
13102,r2q1rk1/ppp2pp1/1bn1b2p/4p3/2Q3n1/2NPPNP1/PP3PBP/R1B1K2R w KQ - 1 12,c4a4,WHITE,1086,607,-1
13103,3r4/2r1k3/2P1p3/pQ2P2p/P7/1PP1b1P1/4N1BP/RN5K b - - 2 35,d8d1,BLACK,1079,1420,1
13104,r5k1/1p4p1/8/p1P2rNp/1p6/P2nB3/3P1Pn1/R2K3R w - - 2 29,h1h5,WHITE,901,738,-1
13105,8/p4kp1/7p/1P3P1P/6P1/1Pq5/2P5/2K5 b - - 2 43,c3a1,BLACK,1678,1006,-1
13106,5rk1/5p2/3bpn2/pq5p/1p2BBpP/1N1P1nP1/PP3P2/R2Q1R1K w - - 4 35,f4d6,WHITE,961,1459,1
13107,2rq1k2/5pb1/Np5p/2p2P2/3p1Bn1/RP1P2P1/1PP2pQP/2K4R b - - 2 34,f8g8,BLACK,1484,1822,1
13108,3rrbk1/1b1n1pn1/1q2p1p1/pp1p2P1/2pP1BBP/P1P1P3/1P2NPK1/R2QN1R1 w - - 4 31,e2g3,WHITE,903,1770,1
13109,3bkr2/p4p2/1p2p3/1Pp1P2p/P3P2P/1b3R2/8/B3K3 b - - 4 42,d8h4,BLACK,1787,1276,-1
13110,8/5p2/5Pk1/2r1P2p/4PKPP/3N4/8/8 b - - 2 87,c5c3,BLACK,2128,853,-1
13111,r7/3bbr1k/np1p3p/3Pp1pP/P3PnP1/1Pp1BP2/2P2K2/R4QNR w - - 0 32,e3b6,WHITE,2273,2312,1
13112,2k2b1r/pp5p/2n1q1p1/8/2p1r3/3b2P1/PP1Q1P1P/R2R2K1 w - - 0 28,d1c1,WHITE,1284,310,-1
13113,r4qk1/ppp2p2/5bp1/8/2Pnb2P/6P1/PP1RPP2/R1B3K1 b - - 0 23,f8e7,BLACK,1144,1009,-1
13114,r1bqr1k1/bp3ppp/p1nppn2/8/1PP5/P1N1PN1P/4BPP1/R1BQ1RK1 b - - 0 11,d6d5,BLACK,881,836,-1
13115,2r2k2/p1qnbp2/P2p1np1/2p1pP1b/Bp2P1p1/3PB1Nr/1PPN2K1/R3QR2 w - - 0 24,e3h6,WHITE,915,2237,1
13116,4r3/8/p1PB2kp/8/1PQ1bP2/7q/4BK2/8 b - - 0 60,h3h2,BLACK,1792,576,-1
13117,r1b1k2r/p1qnbpp1/2p1p2p/3p4/N2p1PP1/P3P2P/1PQB2B1/2KR2NR b kq - 1 17,d4e3,BLACK,632,1048,1
13118,3rk2r/R1pq2pp/4b3/1Q2np2/1Pp5/2N1P1PP/1P1P1P2/1Bn1K1NR w Kk - 1 18,b5e5,WHITE,828,1072,1
13119,r1br2k1/p3n1b1/2p3p1/4p1N1/1P2p3/1P6/1P3PPP/RN3RK1 w - - 0 21,b1c3,WHITE,2291,2476,1
13120,1r1qrb2/1p1n2pk/p2p2bp/2pN1p2/PnP2R2/1PNPP1PP/6BK/1R1QB3 b - - 0 25,d7f6,BLACK,2429,1608,-1
13121,8/2r2k2/8/5B2/5P2/R5K1/8/8 w - - 9 68,g3g4,WHITE,1040,1562,1
13122,r3k2r/p4ppp/2p1b3/2b1q3/2P2BP1/3Q1P1N/n3B2P/1R3K1R b kq - 2 25,e5f6,BLACK,2285,1443,-1
13123,rnb1k2r/p2nbppp/1pp1p3/q1PpP3/3P1B1P/2N2N2/PP1Q1PP1/R3KB1R b KQkq - 0 10,e8g8,BLACK,1288,2167,1
13124,r1bq3r/pppnbk1p/4p1p1/8/2pP4/2NBP3/PP3P1P/R1BQK2R w KQ - 0 13,d3c4,WHITE,1712,2148,1
13125,r1b1qr1k/5ppp/1p1n4/P2p2P1/1B1Nn3/3NP3/1PK2PQP/3R1B1R w - - 3 22,a5a6,WHITE,839,804,-1
13126,8/p7/2p1n1Pk/3pP1R1/pq2p2P/4K3/6Q1/8 w - - 1 48,g2f1,WHITE,796,1380,1
13127,2kr3r/2qbnpb1/p3p2p/2Pp2p1/2nN4/P3B3/3NQPPP/1BR2RK1 w - - 0 20,c1c4,WHITE,310,2193,1
13128,rnbq1r1k/2p3pp/p3pp2/1p1pP3/3P3B/2NQ1N1P/P4PP1/R3KB1R w KQ - 1 14,a1c1,WHITE,447,1068,1
13129,2r3k1/p2q4/P1pb2N1/Rp1r4/1PbPp1p1/2Q1B1P1/1KP2P1P/R7 b - - 4 55,c8e8,BLACK,2267,1601,-1
13130,r4rk1/pp1b1pbp/1qnp1np1/2pB2B1/2PpP3/N4N1P/PP3PP1/R2Q1RK1 w - - 3 14,a3b5,WHITE,509,2291,1
13131,r3k2r/pp3pp1/2n2qbp/3p4/2pP2P1/P1N4P/1P2PP2/2RQKB1R w Kkq - 0 16,c3d5,WHITE,907,475,-1
13132,8/6kp/6p1/1p2p2b/3r1bN1/2B1nP2/Pr6/2R1Q2K w - - 0 48,c3b2,WHITE,753,2235,1
13133,r1q4k/3nb3/b3p2p/p2pPrp1/1ppP1p2/1PP4P/P1QBNPPK/RB1R2N1 w - - 4 23,c2c1,WHITE,329,1294,1
13134,3r1rk1/5ppp/pQ1bpn2/P7/2b5/2N1PP2/1P1N2PP/R1B1R1K1 b - - 0 24,f8e8,BLACK,978,1015,1
13135,1br4q/1N3p2/p1p2k1r/Bp1p2p1/3Pp1np/PP2PbPR/2PQNP2/R4K2 b - - 0 30,g4f2,BLACK,1508,1532,1
13136,1n1k4/5rp1/7p/1P1P1q2/p1P2B2/P2P4/6K1/4RQ2 w - - 4 36,f4b8,WHITE,460,1073,1
13137,3k4/1p3p2/3Bp1p1/P1P4p/1pP2PbP/6P1/5K2/3R1R2 w - - 3 35,d1d4,WHITE,623,1378,1
13138,3k4/6p1/7p/7P/p3Kp1P/P7/8/5r2 w - - 2 83,e4f5,WHITE,560,276,-1
13139,r1k4r/1b1pbp2/p3pNq1/1p2P2p/P2p2Pp/1B1P1PnK/1PPB1R2/R3Q3 w - - 0 27,c2c4,WHITE,1147,2042,1
13140,8/pp4k1/2nbQ1p1/8/3P4/P3P3/8/6K1 w - - 1 42,d4d5,WHITE,730,1181,1
13141,rnb2rk1/pp1p2pp/2pb4/3n4/3PpP1q/1QP2P2/PP2P1BP/RNB2KNR w - - 0 11,f3e4,WHITE,546,400,-1
13142,3r4/kR5r/P1pp1b2/q3p1p1/P2nPp2/2RQ3B/5PP1/7K b - - 1 47,h7b7,BLACK,1421,484,-1
13143,1q1rr1k1/2R2pp1/1P6/p2p1b1P/Pb1BnP2/3BP1p1/4R3/3Q2K1 w - - 0 39,d3b5,WHITE,339,1227,1
13144,3b4/3P4/1rBnk1p1/p1p1prp1/P7/KPPPRP1P/5P2/4R3 w - - 8 39,c6e4,WHITE,1774,1805,1
13145,6k1/1br2p2/1Q2p2p/6pP/6P1/P7/4N2R/q2N2K1 b - - 2 47,a1d1,BLACK,1533,1460,-1
13146,1r1k1b1r/3pnppp/4p3/1N6/8/2PQ1PP1/1P3K1P/R1B3R1 b - - 0 24,h8g8,BLACK,448,1939,1
13147,rn3rk1/pp3ppp/4q3/1NppPp2/1b1P3N/Pn4P1/1BP4P/R2Q1RK1 w - - 0 18,c2b3,WHITE,1500,2369,1
13148,4kb1r/B1pr1n1q/8/PQ2pp2/4P3/2P2BPb/1P3P1P/3RRNK1 b k - 4 26,f8d6,BLACK,574,673,1
13149,2kr1bnr/p1p2p1p/2Qp2p1/3Bp3/1p2P2P/3P3R/PP2N1q1/R1B1K1N1 b Q - 9 19,f8g7,BLACK,1238,2061,1
13150,8/8/pBN1knRK/1p5p/5prP/8/8/8 b - - 1 68,f4f3,BLACK,2265,2390,1
13151,1r3rk1/5p1p/pq2b1p1/2p1p1Pn/2QpP2P/PP6/2PB1P2/2K1RB1R w - - 3 22,c4a6,WHITE,1405,1320,-1
13152,4r1k1/1bbr1p2/p1N2n2/3P1Ppp/1P6/P1N4P/3RBP2/2BK3R b - - 0 34,c7f4,BLACK,1381,1387,1
13153,8/2rb4/pp1Rprk1/6Pp/PQ6/3pP2P/3P1P2/6K1 b - - 0 39,f6f2,BLACK,839,2034,1
13154,r1b2k1r/1pBnb1q1/p4n2/5ppp/N1Bpp3/1P4Q1/P1P2PPP/4KR2 b - - 1 21,h5h4,BLACK,1529,681,-1
13155,2r3k1/5p2/3P3n/4qn2/6p1/p2Q2P1/P1r1NK2/5R2 w - - 1 45,d6d7,WHITE,1953,1853,-1
13156,2k4r/p2n2p1/2p2p2/q1p1pPbr/N1PpP1b1/BP1P2Pp/P1Q1N2P/1R3KR1 b - - 5 28,a5c7,BLACK,2041,1236,-1
13157,3r1r1k/1p2q1p1/pQn3bp/4pp2/4N3/2P3P1/PP3PBP/4RRK1 b - - 1 22,g6h5,BLACK,202,761,1
13158,1q1r2k1/4b1pp/1p2p1p1/nP3n2/R4P2/7P/3r2BN/1QR3K1 b - - 0 31,f5h4,BLACK,1635,1368,-1
13159,rnb3kr/p1bp3p/q1p2BN1/P3P2Q/1p6/2n4P/2P2PP1/R3K2R b - - 1 19,c3e4,BLACK,1479,2089,1
13160,5n1R/1R6/1Npb2k1/p7/P1P5/1P1N2p1/3P4/5K2 b - - 0 51,f8e6,BLACK,744,1606,1
13161,1b1r2rk/pb2qp2/1p3p1p/1Pp1p1nP/P1PpP1B1/3P2P1/R3QP1N/3N2KR w - - 10 45,g4f5,WHITE,1291,1706,1
13162,r4rk1/5ppp/2qP4/p2p4/2pP4/6P1/2R2P1P/3Q1RK1 w - - 1 30,g1g2,WHITE,2122,1171,-1
13163,2brr1k1/2q2pb1/np3n2/p1pp2p1/P2Pp1P1/BPP1N1NB/3QPP1R/2R1K3 w - - 11 29,h2h1,WHITE,1887,2142,1
13164,4r3/p4k2/b1p1Nb1p/B2p1p2/1P1N4/4KPP1/4p2P/4R3 w - - 9 38,e1c1,WHITE,897,842,-1
13165,3qr1k1/p2b1pp1/B2b1n2/3P2p1/3QP2P/Pr4P1/1P1N1P2/R3K2R b KQ - 1 21,b3b6,BLACK,832,468,-1
13166,5r2/p2rk2p/6p1/2P5/P2pBP1q/1Q1p4/1P5P/R4RK1 w - - 1 29,b3d3,WHITE,714,1768,1
13167,r3qrk1/1p2B1p1/n1p1p2p/pb1pPp2/1P1P3P/P1P2N2/3NQPP1/R5KR w - - 1 22,c3c4,WHITE,340,721,1
13168,3rk2r/p1p5/4b3/2pn1pP1/2Nb1P2/BPpPpRP1/P3P1Bq/R1Q2K2 w - - 8 29,f3e3,WHITE,264,943,1
13169,r2qnrk1/3bn1bp/2p3p1/p3Pp2/1pPPN2N/1P2Q1PP/P2B1PB1/R4RK1 w - f6 0 21,e5f6,WHITE,585,1054,1
13170,r4q2/3k1p2/p1p5/1n1p1b2/3PpP1p/1P2P3/1KPQBP2/3N3R w - - 4 33,h1h4,WHITE,392,1160,1
13171,r3k2r/p5pp/2pb4/1p2Pp2/3P3q/1PP1nN2/1PQ1N1PP/R1B1R1K1 w kq - 1 19,c1e3,WHITE,1000,1280,1
13172,r3kn1r/p3b3/bqp1p1pp/3pPn2/3P4/1P5Q/NP1RBPPP/1KBR4 b kq - 2 25,e7g5,BLACK,948,546,-1
13173,2r2rk1/pp3ppp/4pn2/1P2q3/P2p3P/3BnQP1/3B1P2/1R4K1 b - - 2 28,b7b6,BLACK,667,1553,1
13174,r3k3/p3pp1r/b2p4/q1pPn3/PpP1PNp1/1P4P1/5P2/1RQR2KB w - - 4 27,h1g2,WHITE,991,498,-1
13175,3rq2k/p1p1n1p1/2n3b1/1pN1p1Pp/4P2P/2PpN2B/PP2r3/R1BQ2K1 b - - 3 25,h8h7,BLACK,1759,1977,1
13176,q4rk1/p2Qn1p1/1p2p3/2N3p1/8/P1n1P1P1/1P3P1P/R3K1NR w KQ - 0 18,d7e6,WHITE,859,445,-1
13177,2k5/5r2/p1b2p2/3rp3/2p1N2P/2B3P1/PPP5/1R2N1K1 b - - 3 39,d5d1,BLACK,372,1063,1
13178,r1nq2k1/2pnr1p1/1p3p1p/pP1P3P/2Pbp3/P6P/1B1N1PBN/2RQR1K1 w - - 0 21,b2d4,WHITE,1960,2310,1
13179,rr4k1/5pb1/1pppnqp1/p3p3/2P1P3/PPNPB1R1/2Q2P1P/3R3K w - - 2 24,d1g1,WHITE,316,2124,1
13180,r6r/1p1bk2p/2p2Npb/p7/P2Pp2q/2N5/1P2BPP1/R1B1QRK1 w - - 1 22,e2g4,WHITE,573,687,1
13181,8/1p3p2/pPpkr3/3bp3/1P4BP/5QP1/2P1KP2/3R3R b - - 2 32,e6g6,BLACK,878,1801,1
13182,3q1r2/1p1b1ppk/r6p/P1p1p2P/n1PpP2b/P2P4/2RBQPBK/1N2NR2 w - - 0 26,f1g1,WHITE,338,1989,1
13183,2bbk2r/B2n2p1/n2P2qp/1P1Bpp2/6P1/p1P4P/1PQNPP2/R3K2R b KQk - 1 22,a6b4,BLACK,389,523,1
